Condition,Finished,Q1_C1,Q2_C1,Q3_C1,Q4_C1,Q5_C1,Q6_C1,Q7_C1_v1,Q7_C1_v2,Q1_C2,Q2_C2,Q3_C2,Q4_C2,Q5_C2,Q6_C2,Q7_C2_v1,Q7_C2_v2,Q8,Q9,Q10,PowerC1,PowerC2,BiasC1,BiasC2,Q3,Q4,Q5,Q6,Power,Bias,PowMen
2,1,,NA,NA,NA,NA,NA,NA,NA,"It is typically based upon what precisely the researchers are doing--and what the research goals are. I do tend to balk if the number of participants per cell is lower than 20, but with many different potential cells I am more open to so variation especailly is subsequent studies are able to replicate any hypothesized effect with a larger sample size per cell. ",4,0.1,0.7,0.3,50,3,NA,6,6,3,NA,0.439185953,NA,-0.260814047,0.1,0.7,0.3,50,0.439185953,-0.260814047,0
2,1,,NA,NA,NA,NA,NA,NA,NA,A sample size with fewer than 20 participants per cell causes concern. Consistent sample sizes throughout the paper of fewer than 30 per cell triggers concern.,3,0.05,0.8,0.3,30,NA,3,10,6,2,NA,0.207851772,NA,-0.592148228,0.05,0.8,0.3,30,0.207851772,-0.592148228,0
1,1,Power analysis.,4,0.05,0.8,0.2,40,NA,2,,NA,NA,NA,NA,NA,NA,NA,3,7,2,0.143080304,NA,-0.656919696,NA,0.05,0.8,0.2,40,0.143080304,-0.656919696,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"1) Start out with a rule of thumb.. at least 20 participants per group if it's a clinical sample / 2) After that, I look at effect sizes/power",2,0.05,0.8,0.5,20,NA,3,1,4,2,NA,0.337939029,NA,-0.462060971,0.05,0.8,0.5,20,0.337939029,-0.462060971,0
1,1,"By a standard rule of thumb, I typically shoot for 150+. If I'm doing cross-cultural research or research with different populations, I shoot for 150 participants for every group.",4,0.2,0.8,0.45,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,8,2,0.831430714,NA,0.031430714,NA,0.2,0.8,0.45,50,0.831430714,0.031430714,0
1,1,"Based on 1) the N that similar studies (from my lab and others) have reported, and 2) a multiple of the number of participants needed to correctly counterbalance the order of trials. ",2,0.05,0.8,1,16,2,NA,,NA,NA,NA,NA,NA,NA,NA,3,8,2,0.781397792,NA,-0.018602208,NA,0.05,0.8,1,16,0.781397792,-0.018602208,0
1,1,A-priori statistical power analysis.,4,0.05,0.8,0.5,51,NA,3,,NA,NA,NA,NA,NA,NA,NA,8,9,2,0.705612581,NA,-0.094387419,NA,0.05,0.8,0.5,51,0.705612581,-0.094387419,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"Based on a number of considerations related to the hypotheses in question, whether author included a power analysis with submission, anticipated effect size, replication vs exploratory analyses, plus heuristics related to type of study and whether known problem with type II error (e.g., candidate gene association studies).",4,0.05,0.7,0.5,50,3,NA,1,9,4,NA,0.696893406,NA,-0.003106594,0.05,0.7,0.5,50,0.696893406,-0.003106594,0
2,1,,NA,NA,NA,NA,NA,NA,NA,power analysis based on the proposed methods,3,0.05,0.8,0.5,60,3,NA,1,8,5,NA,0.775265889,NA,-0.024734111,0.05,0.8,0.5,60,0.775265889,-0.024734111,0
1,1,"Based on the estimated effect, I calculate power, and CI width for various sample sizes.",4,0.05,0.8,0.3,120,NA,3,,NA,NA,NA,NA,NA,NA,NA,6,7,4,0.63850543,NA,-0.16149457,NA,0.05,0.8,0.3,120,0.63850543,-0.16149457,1
2,1,,NA,NA,NA,NA,NA,NA,NA,By estimating power,3,0.05,0.8,0.2,20,NA,3,10,9,3,NA,0.094567328,NA,-0.705432672,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
1,1,I do determine my sample size based on the common practice in my field.,1,0.5,0.33,0.6,15,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,7,2,0.842372481,NA,0.512372481,NA,0.5,0.33,0.6,15,0.842372481,0.512372481,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"depends on the type of the study: qual or quant, national sample, convenience sample... and effect size",2,0.8,0.6,0.5,25,NA,3,3,7,6,NA,0.956629574,NA,0.356629574,0.8,0.6,0.5,25,0.956629574,0.356629574,0
1,1,"Number of variables or conditions / Generalizability / Power (but not usually calculated, more general recommendations) / The more, the better",4,0.05,0.8,0.5,20,NA,2,,NA,NA,NA,NA,NA,NA,NA,6,7,3,0.337939029,NA,-0.462060971,NA,0.05,0.8,0.5,20,0.337939029,-0.462060971,1
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.8,0.3,40,3,NA,1,8,3,NA,0.263283556,NA,-0.536716444,0.05,0.8,0.3,40,0.263283556,-0.536716444,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"It would depend on the size of the effect. I think sample size has to be big enough (n > 30 or so), but if a paper replicates an effect in a second sample, then sample size becomes less important. A small N with significant results would cue to me that it's a strong effect.",3,0.05,0.8,0.3,20,2,NA,10,7,1,NA,0.15226828,NA,-0.64773172,0.05,0.8,0.3,20,0.15226828,-0.64773172,0
1,1,Power-analysis based on effect size estimates. Estimates are based on past experiences.,1,0.05,0.8,0.8,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,1,0.693404197,NA,-0.106595803,NA,0.05,0.8,0.8,20,0.693404197,-0.106595803,1
2,1,,NA,NA,NA,NA,NA,NA,NA,I prefer a minimum n = 30 per cell. More is better. Anything less is insufficient.,3,0.05,0.7,0.4,30,NA,2,10,4,1,NA,0.331521679,NA,-0.368478321,0.05,0.7,0.4,30,0.331521679,-0.368478321,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"The optimal sample size depends on the effect that researchers aim to find. Thus, as a reviewer, I positively value a priori sample size calculations based on an appropriate power analysis. ",4,0.05,0.8,0.5,50,3,NA,10,8,4,NA,0.696893406,NA,-0.103106594,0.05,0.8,0.5,50,0.696893406,-0.103106594,0
1,1,"Whenever possible, power analysis based on pilot data. ",4,0.05,0.8,0.5,40,NA,3,,NA,NA,NA,NA,NA,NA,NA,1,6,5,0.598146901,NA,-0.201853099,NA,0.05,0.8,0.5,40,0.598146901,-0.201853099,1
1,1,"Assuming that this is pertaining to collection of new data and not archival data, I determine the sample size by trying to estimate effect sizes and see what sample is needed to be powerful enough to detect that magnitude of an effect, reviewing other studies' sample sizes (assuming relevant studies exist), and then there are practical constraints that sometimes may constrain sample size (e.g., specific mental disorder is less often diagnosed in my local area than estimated prior to data collection). ",4,0.05,0.8,0.8,60,3,NA,,NA,NA,NA,NA,NA,NA,NA,1,8,2,0.99148114,NA,0.19148114,NA,0.05,0.8,0.8,60,0.99148114,0.19148114,1
2,1,,NA,NA,NA,NA,NA,NA,NA,It depends on many different factors such as the reported effect size or the research design. ,3,0.05,0.95,0.3,50,3,NA,10,4,2,NA,0.317802205,NA,-0.632197795,0.05,0.95,0.3,50,0.317802205,-0.632197795,0
1,1,power analysis to determine sample size required to detect effects of various size,4,0.05,0.8,0.25,35,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,7,3,0.177869767,NA,-0.622130233,NA,0.05,0.8,0.25,35,0.177869767,-0.622130233,1
1,1,"rules of thumb for between, within, and mixed model designs and number of factors. ",3,0.05,0.4,0.3,25,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,7,1,0.180025222,NA,-0.219974778,NA,0.05,0.4,0.3,25,0.180025222,-0.219974778,0
1,1,power analysis + what is feasible,3,0.05,0.8,0.5,30,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,6,4,0.477896521,NA,-0.322103479,NA,0.05,0.8,0.5,30,0.477896521,-0.322103479,1
2,1,,NA,NA,NA,NA,NA,NA,NA,If it fits a general estimate of what I think is adequate,4,0.05,0.8,0.3,30,NA,3,3,9,3,NA,0.207851772,NA,-0.592148228,0.05,0.8,0.3,30,0.207851772,-0.592148228,0
1,1,"It depends on the methodology, previously observed effect size, and subject population. Noisier subjects (e.g. children) or smaller expected effects require a larger N. If effect size is unknown, I estimate it by looking at an initial subset of data (I realize that 'data peeking' is frowned upon, but if the effect size is unknown, there's no other way). I then maintain the same sample size throughout a series of studies.",3,0.01,0.8,0.5,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,2,8,3,0.143955083,NA,-0.656044917,NA,0.01,0.8,0.5,20,0.143955083,-0.656044917,0
1,1,"use past literature as an initial guide, but also try for at least 30 per cell of a between-subjects design.",4,0.05,0.7,0.5,35,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,5,3,0.540687916,NA,-0.159312084,NA,0.05,0.7,0.5,35,0.540687916,-0.159312084,0
1,1,Consider sample sizes of similar studies published in the past and conduct a power analysis using estimated effect sizes based on previous research.,4,0.05,0.7,0.35,15,NA,3,,NA,NA,NA,NA,NA,NA,NA,3,8,2,0.15251068,NA,-0.54748932,NA,0.05,0.7,0.35,15,0.15251068,-0.54748932,1
2,1,,NA,NA,NA,NA,NA,NA,NA,yes,3,0.05,0.2,0.2,30,3,NA,10,6,3,NA,0.118679436,NA,-0.081320564,0.05,0.2,0.2,30,0.118679436,-0.081320564,0
1,1,Previous studies on the topic and specific research design.,4,0.05,0.8,0.5,40,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,7,2,0.598146901,NA,-0.201853099,NA,0.05,0.8,0.5,40,0.598146901,-0.201853099,0
1,1,Try to obtain as many as possible,4,0.01,0.25,0.25,250,NA,3,,NA,NA,NA,NA,NA,NA,NA,8,7,5,0.583144631,NA,0.333144631,NA,0.01,0.25,0.25,250,0.583144631,0.333144631,0
1,1,"My case is perhaps unique in that I have mostly worked with a longitudinal data set that is now 40 years old and that was established in the early 70s.  it can't ""grow"" except if we were to recruit cross sectional comparison groups which we did when the RTC participants entered public school and also for the early and mid-adolescent follow-up studies that we did.",4,0.05,0.5,0.5,100,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,2,5,0.940427204,NA,0.440427204,NA,0.05,0.5,0.5,100,0.940427204,0.440427204,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Generally 20 per cell is acceptable, though this requirement increases when more complex hypotheses are being tested (e.g., mediation/moderation). With less powered studies, replications are great evidence.",1,0.1,0.7,0.3,20,2,NA,10,9,2,NA,0.242898958,NA,-0.457101042,0.1,0.7,0.3,20,0.242898958,-0.457101042,0
1,1,"A combination of power calculations (if I can estimate how large the effect will be, such as in studies that build on earlier similar work), professional experience, and practical constraints (e.g., number of participants in schools that participate in our research)",3,0.05,0.9,0.35,50,NA,1,,NA,NA,NA,NA,NA,NA,NA,10,6,3,0.410277788,NA,-0.489722212,NA,0.05,0.9,0.35,50,0.410277788,-0.489722212,1
1,1,via power analysis,4,0.05,0.8,0.035,40,3,NA,,NA,NA,NA,NA,NA,NA,NA,1,6,6,0.052742685,NA,-0.747257315,NA,0.05,0.8,0.035,40,0.052742685,-0.747257315,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"is it sufficiently large to test the design, or to deliver sufficiently powered effects.",4,0.9,0.8,0.2,35,3,NA,10,5,3,NA,0.9293987,NA,0.1293987,0.9,0.8,0.2,35,0.9293987,0.1293987,0
2,1,,NA,NA,NA,NA,NA,NA,NA,As a reviewer I hope that the authors have chosen a sample size with sufficient power. I give the authors some latitude if the study is a pure exploratory study so the effect sizes are unknown. ,4,0.05,0.9,0.6,50,4,NA,2,8,3,NA,0.843875422,NA,-0.056124578,0.05,0.9,0.6,50,0.843875422,-0.056124578,0
1,1,rule of thumb as suggested by simonsohn et al: # of conditions times 50,4,0,0,0,40,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,3,2,0,NA,0,NA,0,0,0,40,0,0,0
1,1,using what is perceived as the 'field standard',2,0.05,0.9,0.2,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,7,7,3,0.094567328,NA,-0.805432672,NA,0.05,0.9,0.2,20,0.094567328,-0.805432672,0
1,1,"I copy the size of similar, previously published studies. If I can get pilot data, I estimated the sample size from the effect size.  ",3,0.05,0.8,0.5,30,2,NA,,NA,NA,NA,NA,NA,NA,NA,7,6,3,0.477896521,NA,-0.322103479,NA,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,As large as I can get it.,3,5.00E-08,0.8,0.1,10000,NA,4,,NA,NA,NA,NA,NA,NA,NA,1,5,3,0.947074935,NA,0.147074935,NA,5.00E-08,0.8,0.1,10000,0.947074935,0.147074935,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"If it's a between subjects design with less than 20 per cell then I am concerned. If there is reason to believe that the effect size is moderate to small, then much more N per condition is desired.",4,0.05,0.8,0.4,40,3,NA,10,6,2,NA,0.423521152,NA,-0.376478848,0.05,0.8,0.4,40,0.423521152,-0.376478848,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"i read the sample description in the methods section, and evaluate the sample's suitability through my expertise in research. if i find the sample description incomplete, or the sample inadequate, i raise this issue in my review.",3,0.05,0.9,0,0,3,NA,8,7,3,NA,NA,NA,NA,0.05,0.9,0,0,NA,NA,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Not sure what you mean by quality, if you mean appropriateness, then yes",3,0.05,0.8,0.2,50,NA,3,2,6,4,NA,0.167675486,NA,-0.632324514,0.05,0.8,0.2,50,0.167675486,-0.632324514,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.1,0.8,0.2,50,NA,3,10,5,2,NA,0.261450374,NA,-0.538549626,0.1,0.8,0.2,50,0.261450374,-0.538549626,0
1,1,My sample size is limited by the number of monkeys of appropriate age and sex in our colony.  I select comparisons that have sufficient power to detect a reasonable effect size.  ,4,0.05,0.8,0.5,10,NA,3,,NA,NA,NA,NA,NA,NA,NA,7,8,6,0.185095656,NA,-0.614904344,NA,0.05,0.8,0.5,10,0.185095656,-0.614904344,1
1,1,Mathematically,4,0.05,0.8,0.2,100,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,8,1,0.290645872,NA,-0.509354128,NA,0.05,0.8,0.2,100,0.290645872,-0.509354128,0
1,1,power analysis and typical practices in the field,3,0.05,0.8,0.2,35,NA,3,,NA,NA,NA,NA,NA,NA,NA,6,7,3,0.130849707,NA,-0.669150293,NA,0.05,0.8,0.2,35,0.130849707,-0.669150293,1
1,1,"If online or otherwise not too limited, these days I do a power analysis.  / If subjects coming into a lab, I'm restricted to about 300. And these are expensive. So I run ~150, analyze, and if it's close to significant but not there yet, I run an additional ~150.",4,0.05,0.8,0.2,100,NA,1,,NA,NA,NA,NA,NA,NA,NA,10,3,1,0.290645872,NA,-0.509354128,NA,0.05,0.8,0.2,100,0.290645872,-0.509354128,1
2,1,,NA,NA,NA,NA,NA,NA,NA,Based on the effect size.,4,0.05,0.8,0.3,200,NA,1,1,7,4,NA,0.849149117,NA,0.049149117,0.05,0.8,0.3,200,0.849149117,0.049149117,0
2,1,,NA,NA,NA,NA,NA,NA,NA,yes,1,0.05,0.8,0.5,30,3,NA,2,7,6,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,Cohen's power table,4,0.1,0.8,0.5,50,4,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,3,0.798954479,NA,-0.001045521,NA,0.1,0.8,0.5,50,0.798954479,-0.001045521,1
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.2,0.03,20,3,NA,4,5,5,NA,0.05098061,NA,-0.14901939,0.05,0.2,0.03,20,0.05098061,-0.14901939,0
1,1,I tend to use to the same sample size (per cell),4,0.05,0.8,0.5,15,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,8,4,0.262443034,NA,-0.537556966,NA,0.05,0.8,0.5,15,0.262443034,-0.537556966,0
1,1,I look at other published research studies abnd estimate power requirements.,4,0.05,0.75,0.2,25,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,5,5,0.106581448,NA,-0.643418552,NA,0.05,0.75,0.2,25,0.106581448,-0.643418552,1
1,1,I tend to go for a fixed number (eg 50) per cell,3,0.05,0.8,0.4,40,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,8,2,0.423521152,NA,-0.376478848,NA,0.05,0.8,0.4,40,0.423521152,-0.376478848,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Sample size must always be judged in relation to the population under consideration. I prefer sample sizes of 200 or larger to ensure power to detect effects, larger sample if the model is larger. That said, I myself have published a structural modeling study with N = 56, because these were persons who survived heart attack and were anoxic for varying amounts of time then tested at 3 times of measurement -- more subjects were unlikely to be accumulated anytime soon",4,0.05,0.8,0.5,40,3,NA,3,8,6,NA,0.598146901,NA,-0.201853099,0.05,0.8,0.5,40,0.598146901,-0.201853099,0
1,1,power analysis,4,0.05,0.8,0.5,60,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,6,3,0.775265889,NA,-0.024734111,NA,0.05,0.8,0.5,60,0.775265889,-0.024734111,1
2,1,,NA,NA,NA,NA,NA,NA,NA,,2,0.05,0.08,0.5,25,NA,3,10,6,1,NA,0.410100332,NA,0.330100332,0.05,0.08,0.5,25,0.410100332,0.330100332,0
1,1,I try to get at least N=200 because that size least to adequate power for the kinds of effects I'm interested in.  ,4,0.05,0.8,0.5,65,NA,3,,NA,NA,NA,NA,NA,NA,NA,6,8,3,0.807584428,NA,0.007584428,NA,0.05,0.8,0.5,65,0.807584428,0.007584428,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"- compared to previous research investigating similar effects / - test-planning strategy (balance of alpha & beta errors, n, and reported effect sizes)",3,0.07,0.7,0.2,20,4,NA,10,6,1,NA,0.123960152,NA,-0.576039848,0.07,0.7,0.2,20,0.123960152,-0.576039848,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.8,0.5,30,3,NA,1,7,2,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,"Power analyses. However, I also try to respect the arbitrary rules that reviewers and editors are expecting for any given statistical approaches. Otherwise, my research might simply be rejected regardless of evidence provided by power analyses. ",4,0.05,0.8,0.5,65,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,8,5,0.807584428,NA,0.007584428,NA,0.05,0.8,0.5,65,0.807584428,0.007584428,1
2,1,,NA,NA,NA,NA,NA,NA,NA,Yes,4,0.05,0.8,0.2,50,NA,3,1,8,3,NA,0.167675486,NA,-0.632324514,0.05,0.8,0.2,50,0.167675486,-0.632324514,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Based on my own experience, the variability reported in the sample, and my a priori expectations on the effect size.",3,0.05,0.8,0.3,100,3,NA,10,4,3,NA,0.560059254,NA,-0.239940746,0.05,0.8,0.3,100,0.560059254,-0.239940746,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"If a researcher has significant effects, I tend not to worry too much about sample size.  I would say on average I prefer experimental studies to have a cell size of at least 20. For correlational studies, I like to see 10 participants per regression predictor. ",1,0.05,0.8,0.2,20,3,NA,10,5,3,NA,0.094567328,NA,-0.705432672,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
1,1,"Rule of thumb = minimum 30 per between-subject cell (e.g., 2x2 = 120 participants).",4,0.05,0.8,0.5,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,6,3,0.477896521,NA,-0.322103479,NA,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,Try and recruit as many participants as possible within the time limit,4,0.05,0.7,0.3,20,2,NA,,NA,NA,NA,NA,NA,NA,NA,2,7,1,0.15226828,NA,-0.54773172,NA,0.05,0.7,0.3,20,0.15226828,-0.54773172,0
1,1,power analysis,4,0.1,0.8,0.4,80,NA,1,,NA,NA,NA,NA,NA,NA,NA,10,5,2,0.80898722,NA,0.00898722,NA,0.1,0.8,0.4,80,0.80898722,0.00898722,1
1,1,"I gather data in typically developing children. I like to perform mediational analyses or SEM in a longitudinal perspective, thus I usually collect data on at least 150 children and I try to keep my sample around 100.",3,0.1,0.9,0.7,60,NA,3,,NA,NA,NA,NA,NA,NA,NA,3,3,2,0.984886068,NA,0.084886068,NA,0.1,0.9,0.7,60,0.984886068,0.084886068,0
1,1,Look at what other studies have had and what I can reasonably collect,4,0.05,0.6,0.5,30,NA,2,,NA,NA,NA,NA,NA,NA,NA,8,8,2,0.477896521,NA,-0.122103479,NA,0.05,0.6,0.5,30,0.477896521,-0.122103479,0
2,1,,NA,NA,NA,NA,NA,NA,NA,depends on a-priori sample size calculation,3,0.05,0.8,0.35,100,3,NA,5,7,4,NA,0.692484238,NA,-0.107515762,0.05,0.8,0.35,100,0.692484238,-0.107515762,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Quality sample size is dependent upon the size of the effect the investigators wish to demonstrate as well as on the nature of the research question. For example, study of a rare disorder may prevent very large samples.",3,0.05,0.8,0.5,65,NA,3,5,8,6,NA,0.807584428,NA,0.007584428,0.05,0.8,0.5,65,0.807584428,0.007584428,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"The main issue in sample size would be statistical power--i.e., if the authors obtained a non-significant result with a small sample, I would question the possibility of a type II error.",1,0.05,0.8,0.2,20,NA,1,5,8,4,NA,0.094567328,NA,-0.705432672,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"An N of fewer than 20 per cell is pretty much unacceptable. The sample size may vary somewhat depending on the difficulty of the study, but generally I like to see at least 40-50 people per cell.",3,0.05,0.7,0.5,40,3,NA,10,7,1,NA,0.598146901,NA,-0.101853099,0.05,0.7,0.5,40,0.598146901,-0.101853099,0
2,1,,NA,NA,NA,NA,NA,NA,NA,looking at effect sizes,4,0.05,0.8,0.5,25,1,NA,1,6,6,NA,0.410100332,NA,-0.389899668,0.05,0.8,0.5,25,0.410100332,-0.389899668,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"By considering whether the addition of a small number of people performing opposite to predictions would be sufficient to change the results. If so, then the sample is too small to produce reliable findings.",3,0.05,0.8,0.5,30,NA,3,2,7,2,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.8,0.05,75,NA,1,1,5,5,NA,0.060667132,NA,-0.739332868,0.05,0.8,0.05,75,0.060667132,-0.739332868,0
2,1,,NA,NA,NA,NA,NA,NA,NA,The sample size should be higher or as high as the common sample size in comparable studies.,2,0.05,0.8,0.8,30,3,NA,7,3,1,NA,0.861422516,NA,0.061422516,0.05,0.8,0.8,30,0.861422516,0.061422516,0
1,1,use previous literature and ower analyses,4,0.05,0.8,0.5,20,NA,3,,NA,NA,NA,NA,NA,NA,NA,2,8,4,0.337939029,NA,-0.462060971,NA,0.05,0.8,0.5,20,0.337939029,-0.462060971,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"Based a lot on the study design, measurement approach and the phenomenon",4,0.05,0.85,0.5,20,NA,3,5,6,5,NA,0.337939029,NA,-0.512060971,0.05,0.85,0.5,20,0.337939029,-0.512060971,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"I consider the quality or appropriateness of a sample size based on whether authors report a plausible power analysis based on previous research; or on providing e.g., evidence from montecarlo studies regarding sufficient sample sizes for procedures.",3,0.05,0.8,0.5,50,NA,3,5,6,4,NA,0.696893406,NA,-0.103106594,0.05,0.8,0.5,50,0.696893406,-0.103106594,0
1,1,"Depends on the study, for one using the Psychology Subject Pool I use the number of participants allocated. This is usually at least 120. For community studies, we have considerably more participants (500+). ",4,0.05,0.8,0.3,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,5,0.207851772,NA,-0.592148228,NA,0.05,0.8,0.3,30,0.207851772,-0.592148228,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Anything below 100 raises my eyebrow, anything below 50 is a huge red flag.",4,0.05,0.8,0.3,80,NA,3,8,8,1,NA,0.470511661,NA,-0.329488339,0.05,0.8,0.3,80,0.470511661,-0.329488339,0
1,1,By general rules of thumb such as having 20 participants per condition or 20 participants per IV in a regression,3,0.05,0.8,0.5,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,6,1,0.337939029,NA,-0.462060971,NA,0.05,0.8,0.5,20,0.337939029,-0.462060971,0
1,1,"6 minimum, 12 optimum",4,0.05,0.001,0.5,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,2,4,2,0.337939029,NA,0.336939029,NA,0.05,0.001,0.5,20,0.337939029,0.336939029,0
1,1,"In correlational survey, we should collect more than 150 samples, whereas in experimental data, more than 30 participants are needed.",3,0.6,0.01,0.5,40,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,4,1,0.959241482,NA,0.949241482,NA,0.6,0.01,0.5,40,0.959241482,0.949241482,0
1,1,"if quantitative work, to have enough statistical power to detect anticipated effect sizes / if qualitative, to provide diversity of views/experiences for research question.",4,0.05,0.8,0.45,80,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,7,3,0.807507859,NA,0.007507859,NA,0.05,0.8,0.45,80,0.807507859,0.007507859,1
1,1,"By using one of de power calculators (for example,  G*power), but also on basis of the published studies with similar aims and design (to determine what is acceptable within our field)",4,0.05,0.8,0.5,64,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,8,6,0.801459558,NA,0.001459558,NA,0.05,0.8,0.5,64,0.801459558,0.001459558,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"Rule of thumb, comparable other studies",3,0.05,0.6,0.5,20,2,NA,2,5,4,NA,0.337939029,NA,-0.262060971,0.05,0.6,0.5,20,0.337939029,-0.262060971,0
2,1,,NA,NA,NA,NA,NA,NA,NA,It depends.,3,0.05,0.8,0.7,50,2,NA,2,5,4,NA,0.933906726,NA,0.133906726,0.05,0.8,0.7,50,0.933906726,0.133906726,0
1,1,"I do secondary analysis of existing data, this usually involves analyzing all available data for a set of variables.",4,0.05,0.8,0.5,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,5,7,2,0.696893406,NA,-0.103106594,NA,0.05,0.8,0.5,50,0.696893406,-0.103106594,0
1,1,"I look at effect sizes in comparable studies.  Sometimes I use this information to estimate sample size needed for adequate power using the Gpower software.  However, if the effect size of interest is large enough, I improvise.  If the effect size of interest is too small, I may decide to pursue another path.",3,0.05,0.9,0.8,40,3,NA,,NA,NA,NA,NA,NA,NA,NA,2,7,3,0.94218184,NA,0.04218184,NA,0.05,0.9,0.8,40,0.94218184,0.04218184,1
1,1,between 25 and 30 participants per conditions,4,0.01,0.4,0.2,25,NA,2,,NA,NA,NA,NA,NA,NA,NA,10,7,3,0.029755552,NA,-0.370244448,NA,0.01,0.4,0.2,25,0.029755552,-0.370244448,0
2,1,,NA,NA,NA,NA,NA,NA,NA,relevant,2,0.7,0.8,0.5,20,2,NA,6,3,3,NA,0.908524355,NA,0.108524355,0.7,0.8,0.5,20,0.908524355,0.108524355,0
1,1,"A mix between (a) power estimation (e.g., with G*Power or by reading in articles what sample is minimally expected), (b) practical considerations (e.g., financial costs, time, human resources, etc.), and (c) ""regular"" guidelines in the field of study (e.g., how many participants are usually used). My goal is usually to get as many participants as is possible.",4,0.05,0.8,0.3,50,NA,3,,NA,NA,NA,NA,NA,NA,NA,8,4,3,0.317802205,NA,-0.482197795,NA,0.05,0.8,0.3,50,0.317802205,-0.482197795,1
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.8,0.05,10,3,NA,8,6,4,NA,0.0512874,NA,-0.7487126,0.05,0.8,0.05,10,0.0512874,-0.7487126,0
2,1,,NA,NA,NA,NA,NA,NA,NA,Always,4,0.01,0.9,0.2,100,3,NA,8,9,6,NA,0.120346146,NA,-0.779653854,0.01,0.9,0.2,100,0.120346146,-0.779653854,0
1,1,"I get as many participants as I possibly can over the 8-month school year until I run out. I often work with populations that don't give me access to a huge available sample, so I try every possible way of recruiting people given estimates of effect size (which isn't always known) to calculate the power I need. ",3,0.05,0.8,0.5,30,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,4,2,0.477896521,NA,-0.322103479,NA,0.05,0.8,0.5,30,0.477896521,-0.322103479,1
